figure,panel,suite,method,metric,unit,estimand,mean,ci95_low,ci95_high,n_blocks,n_evaluable_scenarios
5,b,scale32,LyapunovDPP-Energy,queue_overflow_packet_probability,%,mean,6.150239911154221,5.654364850014138,6.6461149722943045,5,120
5,b,scale12,SASP,queue_overflow_packet_probability,%,mean,0.8674091253839566,0.6832067386682348,1.0516115120996785,5,120
5,b,scale16,SASP,queue_overflow_packet_probability,%,mean,0.43187477943214886,0.3070915507133365,0.5566580081509612,5,120
5,b,scale24,SASP,queue_overflow_packet_probability,%,mean,1.5151726232055693,1.1068117135844475,1.9235335328266912,5,120
5,b,scale32,SASP,queue_overflow_packet_probability,%,mean,2.6412063962384833,2.1849612772052236,3.097451515271743,5,120
5,c,scale12,MaxRateMatching,controller_median_ms,ms,mean,0.42193416666666667,0.39711266067322387,0.44675567266010946,5,120
5,c,scale16,MaxRateMatching,controller_median_ms,ms,mean,0.6740449999999999,0.6600602398601525,0.6880297601398473,5,120
5,c,scale24,MaxRateMatching,controller_median_ms,ms,mean,1.4127450000000001,1.3491367710038418,1.4763532289961585,5,120
5,c,scale32,MaxRateMatching,controller_median_ms,ms,mean,2.3065083333333334,2.285612814317016,2.3274038523496507,5,120
5,c,scale12,MaxWeight,controller_median_ms,ms,mean,0.5787208333333334,0.5602941220241983,0.5971475446424684,5,120
5,c,scale16,MaxWeight,controller_median_ms,ms,mean,0.9346266666666667,0.9059596504635066,0.9632936828698269,5,120
5,c,scale24,MaxWeight,controller_median_ms,ms,mean,1.9118091666666668,1.8621260486703137,1.9614922846630198,5,120
5,c,scale32,MaxWeight,controller_median_ms,ms,mean,3.1767466666666664,3.1551970509869114,3.1982962823464214,5,120
5,c,scale12,WeightedMaxWeight,controller_median_ms,ms,mean,0.5543516666666667,0.526757394198472,0.5819459391348614,5,120
5,c,scale16,WeightedMaxWeight,controller_median_ms,ms,mean,0.8735575000000001,0.851027255095211,0.8960877449047892,5,120
5,c,scale24,WeightedMaxWeight,controller_median_ms,ms,mean,1.8063624999999999,1.735919202217482,1.8768057977825177,5,120
5,c,scale32,WeightedMaxWeight,controller_median_ms,ms,mean,3.0294616666666667,2.9988055398775484,3.060117793455785,5,120
5,c,scale12,EDF,controller_median_ms,ms,mean,0.4329558333333333,0.41790848886225235,0.4480031778044143,5,120
5,c,scale16,EDF,controller_median_ms,ms,mean,0.6804074999999999,0.6662875174888799,0.69452748251112,5,120
5,c,scale24,EDF,controller_median_ms,ms,mean,1.3632816666666667,1.280374899944996,1.4461884333883375,5,120
5,c,scale32,EDF,controller_median_ms,ms,mean,2.3593625000000005,2.337844558156231,2.38088044184377,5,120
5,c,scale12,LyapunovDPP-Energy,controller_median_ms,ms,mean,0.5811733333333333,0.5522717564440607,0.610074910222606,5,120
5,c,scale16,LyapunovDPP-Energy,controller_median_ms,ms,mean,0.982325,0.9326832346759982,1.0319667653240019,5,120
5,c,scale24,LyapunovDPP-Energy,controller_median_ms,ms,mean,1.9082441666666667,1.832726350932932,1.9837619824004016,5,120
5,c,scale32,LyapunovDPP-Energy,controller_median_ms,ms,mean,3.1885083333333335,3.169343456820918,3.207673209845749,5,120
5,c,scale12,SASP,controller_median_ms,ms,mean,1.6099883333333331,1.5558297987607856,1.6641468679058806,5,120
5,c,scale16,SASP,controller_median_ms,ms,mean,2.626866666666667,2.517727158930922,2.736006174402412,5,120
5,c,scale24,SASP,controller_median_ms,ms,mean,6.307919166666666,5.796420236926023,6.8194180964073094,5,120
5,c,scale32,SASP,controller_median_ms,ms,mean,10.9518325,10.737695287548629,11.165969712451371,5,120
