method,block,index,scenario_seed,throughput_mbps,avg_delay_ms,offered_packets,accepted_packets,completed_on_time_packets,queue_overflow_packets,deadline_expired_packets,queue_overflow_packet_probability,deadline_expiration_probability,deadline_expiration_given_admission,total_packet_failure_probability,on_time_delivery_probability,deadline_violation_prob,queue_saturation_device_slot_probability,queue_saturation_slot_probability,energy_j,energy_eff_bpj,minimum_battery_fraction,battery_penalty_activation_possible,jain_fairness_classes,jain_fairness_devices,utilization,mean_scheduled_channels,idle_channel_rate,reservation_conflict_rate,valid_schedule_rate,channel_action_entropy,power_action_entropy,deadline_total,measurement_steps,deadline_followup_steps,total_simulated_steps,background_arrivals_followup,background_overflow_followup,background_deadline_expired_followup,warm_start_packets_excluded,warm_start_deadline_expired_excluded,followup_delivered_bits,followup_energy_j,monitored_residual_packets,packet_outcome_conservation_error,monitored_cohort_complete,regime_code,deadline_expiration_class0,deadline_expiration_given_admission_class0,total_packet_failure_class0,on_time_delivery_class0,deadline_violation_class0,queue_overflow_class0,offered_packets_class0,accepted_packets_class0,completed_on_time_packets_class0,deadline_expired_packets_class0,monitored_residual_packets_class0,served_bits_class0,deadline_expiration_class1,deadline_expiration_given_admission_class1,total_packet_failure_class1,on_time_delivery_class1,deadline_violation_class1,queue_overflow_class1,offered_packets_class1,accepted_packets_class1,completed_on_time_packets_class1,deadline_expired_packets_class1,monitored_residual_packets_class1,served_bits_class1,deadline_expiration_class2,deadline_expiration_given_admission_class2,total_packet_failure_class2,on_time_delivery_class2,deadline_violation_class2,queue_overflow_class2,offered_packets_class2,accepted_packets_class2,completed_on_time_packets_class2,deadline_expired_packets_class2,monitored_residual_packets_class2,served_bits_class2,phase_pre_surge_slots,phase_pre_surge_throughput_mbps,phase_pre_surge_queue_overflow_packet_probability,phase_pre_surge_deadline_violation_class0,phase_pre_surge_deadline_expiration_probability_by_arrival_cohort,phase_surge_slots,phase_surge_throughput_mbps,phase_surge_queue_overflow_packet_probability,phase_surge_deadline_violation_class0,phase_surge_deadline_expiration_probability_by_arrival_cohort,phase_degradation_slots,phase_degradation_throughput_mbps,phase_degradation_queue_overflow_packet_probability,phase_degradation_deadline_violation_class0,phase_degradation_deadline_expiration_probability_by_arrival_cohort,phase_recovery_slots,phase_recovery_throughput_mbps,phase_recovery_queue_overflow_packet_probability,phase_recovery_deadline_violation_class0,phase_recovery_deadline_expiration_probability_by_arrival_cohort,phase_stationary_slots,phase_stationary_throughput_mbps,phase_stationary_queue_overflow_packet_probability,phase_stationary_deadline_violation_class0,phase_stationary_deadline_violation_prob,phase_stationary_deadline_expiration_probability_by_arrival_cohort,phase_stationary_total_packet_failure_probability_by_arrival_cohort,phase_stationary_on_time_delivery_probability_by_arrival_cohort,phase_stationary_deadline_expiration_class0_by_arrival_cohort,phase_stationary_queue_backlog_packets_class0,phase_stationary_service_bits_class0,phase_stationary_deadline_expiration_class1_by_arrival_cohort,phase_stationary_queue_backlog_packets_class1,phase_stationary_service_bits_class1,phase_stationary_deadline_expiration_class2_by_arrival_cohort,phase_stationary_queue_backlog_packets_class2,phase_stationary_service_bits_class2,phase_domain_base_slots,phase_domain_base_throughput_mbps,phase_domain_base_queue_overflow_packet_probability,phase_domain_base_deadline_violation_class0,phase_domain_base_deadline_expiration_probability_by_arrival_cohort,phase_domain_shift_slots,phase_domain_shift_throughput_mbps,phase_domain_shift_queue_overflow_packet_probability,phase_domain_shift_deadline_violation_class0,phase_domain_shift_deadline_expiration_probability_by_arrival_cohort,recovery_achieved,recovery_time_slots,recovery_time_slots_censored,recovery_slots_observed,cohort_goodput_mbps,cohort_on_time_payload_bits,controller_median_ms,controller_p95_ms,decision_median_ms,decision_p95_ms,episode_wall_seconds,selected_service_prediction_bias_bits,selected_service_prediction_mae_bits,predicted_service_bits_primary
MaxRateMatching,3,69,411003069,3.5022222222222217,2.540948275862069,464.0,464.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07184515774043664,8774425.720902713,0.9996850812623276,0.0,0.7461795032982517,0.9490094489211877,0.8622222222222222,4.311111111111111,0.13777777777777778,0.0,1.0,0.9981446402627882,0.8409802037430083,0.0,180.0,180.0,360.0,468.0,0.0,0.0,18.0,0.0,613321.0009349752,0.07006622843807467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.0,230.0,230.0,0.0,0.0,210600.0,0.0,0.0,0.0,1.0,0.0,0.0,214.0,214.0,214.0,0.0,0.0,360000.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,59799.999999999985,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5022222222222217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3111111111111111,210600.0,0.0,3.7111111111111112,360000.0,0.0,0.7944444444444444,59799.999999999985,0.0,,,,,0.0,,,,,,,0.0,0.0,3.341111111111111,601400.0,1.0779,2.3072699999999973,1.0779,2.3072699999999973,0.8533447000663728,0.0,0.0,630399.9999999999
MaxWeight,3,69,411003069,3.5022222222222217,2.8017241379310347,464.0,464.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07204664188631092,8749887.343739998,0.9996775060578058,0.0,0.7461795032982513,0.9490094489211877,0.8622222222222222,4.311111111111111,0.13777777777777778,0.0,1.0,0.9984645924499159,0.8307261380337685,0.0,180.0,180.0,360.0,468.0,0.0,0.0,18.0,0.0,613257.1875959632,0.07036035589674225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.0,230.0,230.0,0.0,0.0,210600.0,0.0,0.0,0.0,1.0,0.0,0.0,214.0,214.0,214.0,0.0,0.0,360000.00000000006,0.0,0.0,0.0,1.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,59799.999999999985,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5022222222222217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6388888888888888,210600.0,0.0,4.0,360000.00000000006,0.0,0.7722222222222223,59799.999999999985,0.0,,,,,0.0,,,,,,,0.0,0.0,3.341111111111111,601400.0,0.965,1.69664,0.965,1.69664,0.6818183000432327,0.0,0.0,630399.9999999999
EDF,3,70,411003070,3.521242595415461,3.1635610766045548,483.0,483.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0023148148148148147,0.05555555555555555,0.07686630885392738,8245792.943944629,0.9995533037571137,0.0,0.9447270519870784,0.9444396557390788,0.9066666666666666,4.533333333333333,0.09333333333333334,0.0,1.0,0.9978252393831268,0.9237497328646636,0.0,180.0,180.0,360.0,475.0,0.0,0.0,12.0,0.0,614431.4970450938,0.07487409064408235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,310.0,310.0,310.0,0.0,0.0,280800.0,0.0,0.0,0.0,1.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,193600.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,159423.66717478295,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.521242595415461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,280800.0,0.0,0.9666666666666667,193600.0,0.0,5.0,159423.66717478295,0.0,,,,,0.0,,,,,,,0.0,0.0,3.398888888888889,611800.0,0.8552,1.2474399999999994,0.8552,1.2474399999999994,0.6019639000296593,0.0,0.0,633823.667174783
LyapunovDPP-Energy,3,70,411003070,3.494511363433325,4.524008350730689,483.0,480.0,479.0,3.0,1.0,0.006211180124223602,0.002070393374741201,0.0020833333333333333,0.008281573498964804,0.9917184265010351,0.002070393374741201,0.00787037037037037,0.18888888888888888,0.0681529520321836,9229417.459730322,0.9995538695489761,0.0,0.9426862757879398,0.941203084156175,0.8922222222222222,4.461111111111111,0.10777777777777778,0.0,1.0,0.9987561867761338,0.7819971052512362,1.0,180.0,180.0,360.0,475.0,1.0,1.0,12.0,1.0,609449.1232823157,0.06568904210339857,0.0,0.0,1.0,0.0,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.9967741935483871,0.0032258064516129032,0.0,310.0,310.0,309.0,1.0,0.0,280790.1868734817,0.0,0.0,0.02564102564102564,0.9743589743589743,0.0,0.02564102564102564,117.0,114.0,114.0,0.0,0.0,188798.19136973348,0.0,0.0,0.0,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,159423.66717478304,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.494511363433325,0.006211180124223602,0.0032258064516129032,0.002070393374741201,0.002070393374741201,0.008281573498964804,0.9917184265010351,0.0032258064516129032,2.45,280790.1868734817,0.0,4.222222222222222,188798.19136973348,0.0,3.7333333333333334,159423.66717478304,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3672222222222223,606100.0,1.0336,1.9351999999999991,1.0336,1.9351999999999991,0.6925679999403656,0.0,0.0,629012.0454179985
SASP,3,70,411003070,3.5211093262697717,3.2339544513457557,483.0,483.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09174992661839745,6907903.930698851,0.9995503605335503,0.0,0.9447065157667026,0.944416771494158,0.9077777777777778,4.538888888888889,0.09222222222222222,0.0,1.0,0.9993146701479928,0.9985680327412243,0.0,180.0,180.0,360.0,475.0,0.0,0.0,12.0,0.0,615091.5834625451,0.08721248400222714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,310.0,310.0,310.0,0.0,0.0,280800.0,0.0,0.0,0.0,1.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,193599.99999999997,0.0,0.0,0.0,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,159399.67872855894,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5211093262697717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,280800.0,0.0,1.0777777777777777,193599.99999999997,0.0,5.161111111111111,159399.67872855894,0.0,,,,,0.0,,,,,,,0.0,0.0,3.398888888888889,611800.0,2.3898,3.8686899999999995,2.376,3.8533199999999996,1.1595504999859259,0.0,0.0,633799.6787285589
MaxRateMatching,3,70,411003070,3.5065465918776777,3.2037422037422036,483.0,482.0,481.0,1.0,1.0,0.002070393374741201,0.002070393374741201,0.002074688796680498,0.004140786749482402,0.9958592132505176,0.002070393374741201,0.001851851851851852,0.044444444444444446,0.07738233080162114,8156621.54395534,0.9995738701816599,0.0,0.9424941496213579,0.9464763492217321,0.8888888888888888,4.444444444444445,0.1111111111111111,0.0,1.0,0.9971358664685012,0.9460234252430476,1.0,180.0,180.0,360.0,475.0,0.0,0.0,12.0,0.0,615150.7158508633,0.07534149291100221,0.0,0.0,1.0,0.0,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.9967741935483871,0.0032258064516129032,0.0,310.0,310.0,309.0,1.0,0.0,280754.71936319873,0.0,0.0,0.0,1.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,193600.0,0.0,0.0,0.017857142857142856,0.9821428571428571,0.0,0.017857142857142856,56.0,55.0,55.0,0.0,0.0,156823.66717478295,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5065465918776777,0.002070393374741201,0.0032258064516129032,0.002070393374741201,0.002070393374741201,0.004140786749482402,0.9958592132505176,0.0032258064516129032,0.75,280754.71936319873,0.0,1.7944444444444445,193600.0,0.0,4.05,156823.66717478295,0.0,,,,,0.0,,,,,,,0.0,0.0,3.3794444444444443,608300.0,0.8006,1.2702699999999998,0.8006,1.2702699999999998,0.5822976001072675,0.0,0.0,631178.3865379819
MaxWeight,3,70,411003070,3.494349599599778,4.2259414225941425,483.0,480.0,478.0,3.0,2.0,0.006211180124223602,0.004140786749482402,0.004166666666666667,0.010351966873706004,0.989648033126294,0.004140786749482402,0.007407407407407408,0.17777777777777778,0.07684481927168559,8185105.175459974,0.9995573785644011,0.0,0.9427091795106272,0.941208842548554,0.89,4.45,0.11,0.0,1.0,0.9975036448962049,0.9414639051479516,2.0,180.0,180.0,360.0,475.0,0.0,1.0,12.0,1.0,614250.7158508635,0.074789330633342,0.0,0.0,1.0,0.0,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,0.9935483870967742,0.0064516129032258064,0.0,310.0,310.0,308.0,2.0,0.0,280761.06938344345,0.0,0.0,0.02564102564102564,0.9743589743589743,0.0,0.02564102564102564,117.0,114.0,114.0,0.0,0.0,188798.19136973348,0.0,0.0,0.0,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,159423.66717478304,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.494349599599778,0.006211180124223602,0.0064516129032258064,0.004140786749482402,0.004140786749482402,0.010351966873706004,0.989648033126294,0.0064516129032258064,1.788888888888889,280761.06938344345,0.0,4.238888888888889,188798.19136973348,0.0,3.6555555555555554,159423.66717478304,0.0,,,,,0.0,,,,,,,0.0,0.0,3.362222222222222,605200.0,1.1501,2.9811299999999994,1.1501,2.9811299999999994,0.8877838999032974,0.0,0.0,628982.9279279601
WeightedMaxWeight,3,70,411003070,3.521242595415461,3.598343685300207,483.0,483.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07690864578310726,8241253.772199436,0.9995643965952523,0.0,0.9447270519870783,0.9444396557390788,0.8955555555555555,4.477777777777778,0.10444444444444445,0.0,1.0,0.9977243232724713,0.9339800527517005,0.0,180.0,180.0,360.0,475.0,0.0,1.0,12.0,0.0,615135.9753621548,0.07545468931284262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,310.0,310.0,310.0,0.0,0.0,280800.0,0.0,0.0,0.0,1.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,193600.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,159423.66717478298,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.521242595415461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6444444444444445,280800.0,0.0,2.5277777777777777,193600.0,0.0,4.716666666666667,159423.66717478298,0.0,,,,,0.0,,,,,,,0.0,0.0,3.398888888888889,611800.0,0.9522,1.7510699999999986,0.9522,1.7510699999999986,0.6851178000215441,0.0,0.0,633823.667174783
LyapunovDPP-Energy,3,71,411003071,3.3181715609627025,2.8970588235294117,479.0,478.0,476.0,1.0,2.0,0.0020876826722338203,0.0041753653444676405,0.0041841004184100415,0.006263048016701462,0.9937369519832986,0.0041753653444676405,0.0006944444444444445,0.016666666666666666,0.0614796726175309,9714932.68496968,0.9996540430806972,0.0,0.8763747595691765,0.9455777466639534,0.8244444444444444,4.122222222222222,0.17555555555555555,0.0,1.0,0.9977484635432146,0.7332691271548047,2.0,180.0,180.0,360.0,465.0,0.0,3.0,13.0,0.0,572565.1225273965,0.05918431590426372,0.0,0.0,1.0,0.0,0.0061162079510703364,0.006134969325153374,0.009174311926605505,0.9908256880733946,0.0061162079510703364,0.0030581039755351682,327.0,326.0,324.0,2.0,0.0,299698.9292413296,0.0,0.0,0.0,1.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,176990.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,120581.95173195712,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3181715609627025,0.0020876826722338203,0.0061162079510703364,0.0041753653444676405,0.0041753653444676405,0.006263048016701462,0.9937369519832986,0.0061162079510703364,1.1888888888888889,299698.9292413296,0.0,1.8277777777777777,176990.0,0.0,2.316666666666667,120581.95173195712,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2266666666666666,580800.0,0.9037,1.4335599999999995,0.9037,1.4335599999999995,0.6114128000335768,0.0,0.0,597270.8809732865
SASP,3,71,411003071,3.3232222222222223,2.010438413361169,479.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08709263032157288,6868319.372044853,0.9995546698251244,0.0,0.8755417908500488,0.9450717286679918,0.82,4.1,0.18,0.0,1.0,0.998936259942419,0.9802944132833254,0.0,180.0,180.0,360.0,465.0,0.0,0.0,13.0,0.0,573515.1675753945,0.08381353842634855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,327.0,327.0,0.0,0.0,300600.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,176990.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,120590.0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3232222222222223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2722222222222222,300600.0,0.0,0.9777777777777777,176990.0,0.0,1.6222222222222222,120590.0,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2416666666666667,583500.0,2.1122,3.3668499999999986,2.0982,3.3523499999999986,1.066465900046751,0.0,0.0,598180.0
MaxRateMatching,3,71,411003071,3.3232222222222205,2.164926931106472,479.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07287437674330147,8208372.088135679,0.9996610427042527,0.0,0.8755417908500488,0.9450717286679918,0.8233333333333334,4.116666666666666,0.17666666666666667,0.0,1.0,0.9939486850580566,0.9511777006668289,0.0,180.0,180.0,360.0,465.0,0.0,0.0,13.0,0.0,573515.1675753943,0.06905212257041711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,327.0,327.0,0.0,0.0,300600.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,176990.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,120589.99999999999,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3232222222222205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,300600.0,0.0,1.511111111111111,176990.0,0.0,1.4444444444444444,120589.99999999999,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2416666666666667,583500.0,0.7807,1.2111799999999993,0.7807,1.2111799999999993,0.5677991999546066,0.0,0.0,598179.9999999997
MaxWeight,3,71,411003071,3.3232222222222205,2.2964509394572024,479.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07238609427360376,8263741.8968760595,0.9996540246734019,0.0,0.8755417908500488,0.9450717286679918,0.8255555555555556,4.127777777777778,0.17444444444444446,0.0,1.0,0.9940362936062068,0.9467205361104412,0.0,180.0,180.0,360.0,465.0,0.0,0.0,13.0,0.0,573515.1675753944,0.0693593313292255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,327.0,327.0,0.0,0.0,300600.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,176990.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,120590.00000000001,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3232222222222205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7055555555555556,300600.0,0.0,1.6055555555555556,176990.0,0.0,1.4,120590.00000000001,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2416666666666667,583500.0,0.8215,1.40597,0.8215,1.40597,0.5857636999571696,0.0,0.0,598179.9999999997
WeightedMaxWeight,3,71,411003071,3.3232222222222223,2.2066805845511483,479.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07292944605866516,8202173.913659211,0.9996575336888271,0.0,0.8755417908500488,0.9450717286679918,0.8277777777777777,4.138888888888889,0.17222222222222222,0.0,1.0,0.9943061276391328,0.951612232416343,0.0,180.0,180.0,360.0,465.0,0.0,0.0,13.0,0.0,573515.1675753946,0.06947813144445313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,327.0,327.0,0.0,0.0,300600.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,176990.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,120589.99999999999,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3232222222222223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4444444444444444,300600.0,0.0,1.3722222222222222,176990.0,0.0,1.5888888888888888,120589.99999999999,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2416666666666667,583500.0,0.7787,1.2451599999999994,0.7787,1.2451599999999994,0.6210672999732196,0.0,0.0,598180.0
EDF,3,71,411003071,3.3232222222222214,2.0292275574112737,479.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07238628378100502,8263720.262387183,0.9996575336888274,0.0,0.8755417908500488,0.9450717286679918,0.8233333333333334,4.116666666666666,0.17666666666666667,0.0,1.0,0.9924903143362414,0.9493972039184924,0.0,180.0,180.0,360.0,465.0,0.0,0.0,13.0,0.0,572620.0,0.06987975131801127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,327.0,327.0,0.0,0.0,300600.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,176990.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,120590.0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3232222222222214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2777777777777778,300600.0,0.0,0.9611111111111111,176990.0,0.0,1.6666666666666667,120590.0,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2416666666666667,583500.0,1.2673,2.2883699999999996,1.2673,2.2883699999999996,0.8127407999709249,0.0,0.0,598179.9999999999
SASP,4,0,411004000,3.388362479057109,3.1697127937336815,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07630620100865569,7992866.086480911,0.9996225666666675,0.0,0.8918582496424926,0.9203133830546877,0.8722222222222222,4.361111111111111,0.12777777777777777,0.0,1.0,0.9992868634130835,0.9351219270252377,0.0,180.0,180.0,360.0,360.0,0.0,0.0,16.0,0.0,534642.8852731849,0.06981656823112285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,124200.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,296000.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,189705.24623027953,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.388362479057109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1388888888888889,124200.0,0.0,1.65,296000.0,0.0,3.3055555555555554,189705.24623027953,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2644444444444445,587600.0,2.1169,3.78522,2.1014,3.77032,1.0276798999402672,0.0,0.0,609905.2462302796
MaxRateMatching,4,0,411004000,3.3924754259217242,3.7676240208877285,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0682526575208734,8946839.56414678,0.9996304280779688,0.0,0.8922186050611158,0.9212554719930828,0.8733333333333333,4.366666666666666,0.12666666666666668,0.0,1.0,0.9983394676444044,0.8215844153212121,0.0,180.0,180.0,360.0,360.0,0.0,0.0,16.0,0.0,533918.5773459646,0.061660904675519296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,124200.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,296000.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,190445.57666591028,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3924754259217242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28888888888888886,124200.0,0.0,2.661111111111111,296000.0,0.0,3.5555555555555554,190445.57666591028,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2644444444444445,587600.0,0.7476,1.33508,0.7476,1.33508,0.5806768999900669,0.0,0.0,610645.5766659103
MaxWeight,4,0,411004000,3.3921498126491456,4.4255874673629245,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0685025467105094,8913346.957116447,0.9996269190625422,0.0,0.8938248370232974,0.922624819810853,0.8755555555555555,4.377777777777778,0.12444444444444444,0.0,1.0,0.9990674047049929,0.8290282083969973,0.0,180.0,180.0,360.0,360.0,0.0,0.0,16.0,0.0,533977.1877350283,0.06179535070664385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,124200.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,294780.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,191606.9662768464,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3921498126491456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7611111111111111,124200.0,0.0,4.0777777777777775,294780.0,0.0,3.1333333333333333,191606.9662768464,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2644444444444445,587600.0,0.8655,1.6685799999999977,0.8655,1.6685799999999977,0.617955100024119,0.0,0.0,610586.9662768462
WeightedMaxWeight,4,0,411004000,3.392153763296142,3.731070496083551,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06835047004068082,8933189.150416903,0.999630428077968,0.0,0.8930119280033418,0.9219409271169243,0.8755555555555555,4.377777777777778,0.12444444444444444,0.0,1.0,0.9992653651330899,0.8262503569553756,0.0,180.0,180.0,360.0,360.0,0.0,0.0,16.0,0.0,533976.476618569,0.061602638822387076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,124200.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,295390.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,190997.67739330576,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.392153763296142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2722222222222222,124200.0,0.0,2.85,295390.0,0.0,3.466666666666667,190997.67739330576,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2644444444444445,587600.0,0.7977,1.49363,0.7977,1.49363,0.6230223999591544,0.0,0.0,610587.6773933055
