method,block,index,scenario_seed,throughput_mbps,avg_delay_ms,offered_packets,accepted_packets,completed_on_time_packets,queue_overflow_packets,deadline_expired_packets,queue_overflow_packet_probability,deadline_expiration_probability,deadline_expiration_given_admission,total_packet_failure_probability,on_time_delivery_probability,deadline_violation_prob,queue_saturation_device_slot_probability,queue_saturation_slot_probability,energy_j,energy_eff_bpj,minimum_battery_fraction,battery_penalty_activation_possible,jain_fairness_classes,jain_fairness_devices,utilization,mean_scheduled_channels,idle_channel_rate,reservation_conflict_rate,valid_schedule_rate,channel_action_entropy,power_action_entropy,deadline_total,measurement_steps,deadline_followup_steps,total_simulated_steps,background_arrivals_followup,background_overflow_followup,background_deadline_expired_followup,warm_start_packets_excluded,warm_start_deadline_expired_excluded,followup_delivered_bits,followup_energy_j,monitored_residual_packets,packet_outcome_conservation_error,monitored_cohort_complete,regime_code,deadline_expiration_class0,deadline_expiration_given_admission_class0,total_packet_failure_class0,on_time_delivery_class0,deadline_violation_class0,queue_overflow_class0,offered_packets_class0,accepted_packets_class0,completed_on_time_packets_class0,deadline_expired_packets_class0,monitored_residual_packets_class0,served_bits_class0,deadline_expiration_class1,deadline_expiration_given_admission_class1,total_packet_failure_class1,on_time_delivery_class1,deadline_violation_class1,queue_overflow_class1,offered_packets_class1,accepted_packets_class1,completed_on_time_packets_class1,deadline_expired_packets_class1,monitored_residual_packets_class1,served_bits_class1,deadline_expiration_class2,deadline_expiration_given_admission_class2,total_packet_failure_class2,on_time_delivery_class2,deadline_violation_class2,queue_overflow_class2,offered_packets_class2,accepted_packets_class2,completed_on_time_packets_class2,deadline_expired_packets_class2,monitored_residual_packets_class2,served_bits_class2,phase_pre_surge_slots,phase_pre_surge_throughput_mbps,phase_pre_surge_queue_overflow_packet_probability,phase_pre_surge_deadline_violation_class0,phase_pre_surge_deadline_expiration_probability_by_arrival_cohort,phase_surge_slots,phase_surge_throughput_mbps,phase_surge_queue_overflow_packet_probability,phase_surge_deadline_violation_class0,phase_surge_deadline_expiration_probability_by_arrival_cohort,phase_degradation_slots,phase_degradation_throughput_mbps,phase_degradation_queue_overflow_packet_probability,phase_degradation_deadline_violation_class0,phase_degradation_deadline_expiration_probability_by_arrival_cohort,phase_recovery_slots,phase_recovery_throughput_mbps,phase_recovery_queue_overflow_packet_probability,phase_recovery_deadline_violation_class0,phase_recovery_deadline_expiration_probability_by_arrival_cohort,phase_stationary_slots,phase_stationary_throughput_mbps,phase_stationary_queue_overflow_packet_probability,phase_stationary_deadline_violation_class0,phase_stationary_deadline_violation_prob,phase_stationary_deadline_expiration_probability_by_arrival_cohort,phase_stationary_total_packet_failure_probability_by_arrival_cohort,phase_stationary_on_time_delivery_probability_by_arrival_cohort,phase_stationary_deadline_expiration_class0_by_arrival_cohort,phase_stationary_queue_backlog_packets_class0,phase_stationary_service_bits_class0,phase_stationary_deadline_expiration_class1_by_arrival_cohort,phase_stationary_queue_backlog_packets_class1,phase_stationary_service_bits_class1,phase_stationary_deadline_expiration_class2_by_arrival_cohort,phase_stationary_queue_backlog_packets_class2,phase_stationary_service_bits_class2,phase_domain_base_slots,phase_domain_base_throughput_mbps,phase_domain_base_queue_overflow_packet_probability,phase_domain_base_deadline_violation_class0,phase_domain_base_deadline_expiration_probability_by_arrival_cohort,phase_domain_shift_slots,phase_domain_shift_throughput_mbps,phase_domain_shift_queue_overflow_packet_probability,phase_domain_shift_deadline_violation_class0,phase_domain_shift_deadline_expiration_probability_by_arrival_cohort,recovery_achieved,recovery_time_slots,recovery_time_slots_censored,recovery_slots_observed,cohort_goodput_mbps,cohort_on_time_payload_bits,controller_median_ms,controller_p95_ms,decision_median_ms,decision_p95_ms,episode_wall_seconds,selected_service_prediction_bias_bits,selected_service_prediction_mae_bits,predicted_service_bits_primary
EDF,4,0,411004000,3.3872023880043876,3.3785900783289815,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06824931326603799,8933370.91120864,0.9996237044436904,0.0,0.8917555479189243,0.9266121552702483,0.8744444444444445,4.372222222222222,0.12555555555555556,0.0,1.0,0.9985844352110621,0.8211578297365731,0.0,180.0,180.0,360.0,360.0,0.0,0.0,16.0,0.0,534579.3461107675,0.06240497636256286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,124200.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,296000.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,189496.4298407893,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3872023880043876,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1388888888888889,124200.0,0.0,1.7333333333333334,296000.0,0.0,3.6444444444444444,189496.4298407893,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2644444444444445,587600.0,0.7774,1.27782,0.7774,1.27782,0.5697168000042439,0.0,0.0,609696.4298407898
LyapunovDPP-Energy,4,0,411004000,3.3904379433074014,4.553524804177545,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06503204237587422,9384279.00308011,0.9996269190625421,0.0,0.8928650934177592,0.9213601866913786,0.8755555555555555,4.377777777777778,0.12444444444444444,0.0,1.0,0.9992721200318594,0.7379467525177053,0.0,180.0,180.0,360.0,360.0,4.0,2.0,16.0,0.0,530627.9514991514,0.05723036782165666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,124200.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,295390.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,190688.8297953326,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3904379433074014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6944444444444444,124200.0,0.0,3.7,295390.0,0.0,3.861111111111111,190688.8297953326,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2644444444444445,587600.0,0.8802,1.6665399999999995,0.8802,1.6665399999999995,0.5976565999444574,0.0,0.0,610278.8297953323
MaxRateMatching,4,1,411004001,3.3616106612171257,4.272058823529412,408.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0723972927081359,8357908.098282845,0.9995351093783553,0.0,0.9238404039229487,0.9332586517803269,0.9088888888888889,4.544444444444444,0.09111111111111111,0.0,1.0,0.9990908888865022,0.8619243379411,0.0,180.0,180.0,360.0,377.0,0.0,0.0,14.0,0.0,558342.9263555458,0.06927952369614289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,174.0,174.0,0.0,0.0,158400.0,0.0,0.0,0.0,1.0,0.0,0.0,172.0,172.0,172.0,0.0,0.0,283549.69312522875,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,163140.22589385364,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3616106612171257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3055555555555556,158400.0,0.0,2.6333333333333333,283549.69312522875,0.0,5.527777777777778,163140.22589385364,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2944444444444443,593000.0,0.7882,1.2301799999999994,0.7882,1.2301799999999994,0.5622153000440449,0.0,0.0,605089.9190190826
MaxWeight,4,1,411004001,3.3319009378286153,5.396551724137931,408.0,408.0,406.0,0.0,2.0,0.0,0.004901960784313725,0.004901960784313725,0.004901960784313725,0.9950980392156863,0.004901960784313725,0.0,0.0,0.07378146655271936,8128629.001710268,0.999531058862911,0.0,0.9259823316439593,0.9369210861521595,0.9188888888888889,4.594444444444444,0.0811111111111111,0.0,1.0,0.9993217975566889,0.8736407731371023,2.0,180.0,180.0,360.0,377.0,0.0,0.0,14.0,2.0,561235.2277944967,0.07061064572008861,0.0,0.0,1.0,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.9885057471264368,0.011494252873563218,0.0,174.0,174.0,172.0,2.0,0.0,153765.4373522869,0.0,0.0,0.0,1.0,0.0,0.0,172.0,172.0,172.0,0.0,0.0,279509.69312522875,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,166467.03833163503,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3319009378286153,0.0,0.011494252873563218,0.004901960784313725,0.004901960784313725,0.004901960784313725,0.9950980392156863,0.011494252873563218,1.1666666666666667,153765.4373522869,0.0,4.294444444444444,279509.69312522875,0.0,5.911111111111111,166467.03833163503,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2844444444444445,591200.0,1.3378,3.24289,1.3378,3.24289,0.8830686000874266,0.0,0.0,599742.1688091507
WeightedMaxWeight,4,1,411004001,3.359528062057094,5.080882352941177,408.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07390261536439613,8182593.378983567,0.9995276751241648,0.0,0.924604020521002,0.9335463140994495,0.9244444444444444,4.622222222222222,0.07555555555555556,0.0,1.0,0.9992243492654874,0.8666425817105399,0.0,180.0,180.0,360.0,377.0,0.0,0.0,14.0,0.0,558571.7858390296,0.06921173046496391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,174.0,174.0,0.0,0.0,158400.0,0.0,0.0,0.0,1.0,0.0,0.0,172.0,172.0,172.0,0.0,0.0,282923.71859586146,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,163391.33257441537,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.359528062057094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49444444444444446,158400.0,0.0,3.138888888888889,282923.71859586146,0.0,6.205555555555556,163391.33257441537,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2944444444444443,593000.0,0.9091,1.46746,0.9091,1.46746,0.5901955999433994,0.0,0.0,604715.051170277
EDF,4,1,411004001,3.341334192390766,4.178921568627451,408.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07556063977545692,7959701.723246836,0.9995126105965083,0.0,0.9209793736026355,0.9283102369213626,0.9377777777777778,4.688888888888889,0.06222222222222222,0.0,1.0,0.9997024694788444,0.8824042046053963,0.0,180.0,180.0,360.0,377.0,0.0,0.0,14.0,0.0,560162.217833238,0.06939411027185326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,174.0,174.0,0.0,0.0,158400.0,0.0,0.0,0.0,1.0,0.0,0.0,172.0,172.0,172.0,0.0,0.0,283525.9938316085,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,159514.16079872916,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.341334192390766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23333333333333334,158400.0,0.0,1.6444444444444444,283525.9938316085,0.0,5.75,159514.16079872916,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2944444444444443,593000.0,0.816,1.3139799999999988,0.816,1.3139799999999988,0.5922054001130164,0.0,0.0,601440.1546303378
LyapunovDPP-Energy,4,1,411004001,3.309594240563996,5.576732673267327,408.0,407.0,404.0,1.0,3.0,0.0024509803921568627,0.007352941176470588,0.007371007371007371,0.00980392156862745,0.9901960784313726,0.007352941176470588,0.0006944444444444445,0.016666666666666666,0.06713295495366488,8873837.949077165,0.9995345678783369,0.0,0.9387930359422798,0.9372627573301646,0.9111111111111111,4.555555555555555,0.08888888888888889,0.0,1.0,0.9998710423006939,0.7411603955947249,3.0,180.0,180.0,360.0,377.0,1.0,0.0,14.0,2.0,562127.087333037,0.06392892914758798,0.0,0.0,1.0,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.9885057471264368,0.011494252873563218,0.0,174.0,174.0,172.0,2.0,0.0,156574.6552463147,0.005813953488372093,0.005847953216374269,0.011627906976744186,0.9883720930232558,0.005813953488372093,0.005813953488372093,172.0,171.0,170.0,1.0,0.0,269907.7297498395,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,169244.57830536496,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.309594240563996,0.0024509803921568627,0.011494252873563218,0.007352941176470588,0.007352941176470588,0.00980392156862745,0.9901960784313726,0.011494252873563218,1.011111111111111,156574.6552463147,0.005813953488372093,4.905555555555556,269907.7297498395,0.0,5.777777777777778,169244.57830536496,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2666666666666666,588000.0,1.0175,1.8140399999999992,1.0175,1.8140399999999992,0.7037723999237642,0.0,0.0,595726.9633015194
SASP,4,1,411004001,3.3473555185422788,3.784313725490196,408.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08095534424755346,7442671.005080914,0.999531067522129,0.0,0.9218587409055777,0.930834789048851,0.9122222222222223,4.561111111111111,0.08777777777777777,0.0,1.0,0.9993546937886678,0.9584220236316184,0.0,180.0,180.0,360.0,377.0,0.0,0.0,14.0,0.0,560174.7191614192,0.07665197992252143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,174.0,174.0,0.0,0.0,158400.0,0.0,0.0,0.0,1.0,0.0,0.0,172.0,172.0,172.0,0.0,0.0,283525.99383160844,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,160597.99950600194,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3473555185422788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2111111111111111,158400.0,0.0,1.7,283525.99383160844,0.0,4.722222222222222,160597.99950600194,0.0,,,,,0.0,,,,,,,0.0,0.0,3.2944444444444443,593000.0,2.1293,4.126159999999999,2.116,4.112409999999999,1.07169720006641,0.0,0.0,602523.9933376102
MaxWeight,4,2,411004002,3.6006139492993237,6.070921985815603,423.0,423.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07803763889395783,8305101.48768813,0.9993895846908918,0.0,0.9811492737774817,0.9003371191790335,0.9688888888888889,4.844444444444444,0.03111111111111111,0.0,1.0,0.9998338112349116,0.86940313691157,0.0,180.0,180.0,360.0,389.0,0.0,0.0,12.0,0.0,559618.3328946471,0.06881028952143486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.0,192.0,192.0,0.0,0.0,173700.0,0.0,0.0,0.0,1.0,0.0,0.0,147.0,147.0,147.0,0.0,0.0,236340.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,238070.51087387817,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.6006139492993237,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,173700.0,0.0,4.522222222222222,236340.0,0.0,7.055555555555555,238070.51087387817,0.0,,,,,0.0,,,,,,,0.0,0.0,3.48,626400.0,1.155,1.8494899999999996,1.155,1.8494899999999996,0.6618588001001626,0.0,0.0,648110.5108738783
WeightedMaxWeight,4,2,411004002,3.6011612251186933,5.758293838862559,423.0,423.0,422.0,0.0,1.0,0.0,0.002364066193853428,0.002364066193853428,0.002364066193853428,0.9976359338061466,0.002364066193853428,0.0,0.0,0.07822482808815943,8286486.993500743,0.9993672662987331,0.0,0.9811216207436889,0.900413452686318,0.9733333333333334,4.866666666666666,0.02666666666666667,0.0,1.0,0.9998923152947852,0.8662990707190322,1.0,180.0,180.0,360.0,389.0,0.0,0.0,12.0,0.0,560854.6646313113,0.0692017729511274,0.0,0.0,1.0,0.0,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.9947916666666666,0.005208333333333333,0.0,192.0,192.0,191.0,1.0,0.0,173696.17121260992,0.0,0.0,0.0,1.0,0.0,0.0,147.0,147.0,147.0,0.0,0.0,236340.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,238172.8493087545,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.6011612251186933,0.0,0.005208333333333333,0.002364066193853428,0.002364066193853428,0.002364066193853428,0.9976359338061466,0.005208333333333333,0.7388888888888889,173696.17121260992,0.0,3.3,236340.0,0.0,8.061111111111112,238172.8493087545,0.0,,,,,0.0,,,,,,,0.0,0.0,3.475,625500.0,1.0794,1.75634,1.0794,1.75634,0.7742521000327542,0.0,0.0,648209.0205213648
EDF,4,2,411004002,3.593146183863265,4.898345153664303,423.0,423.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08016764016755876,8067673.087839163,0.9993319760197912,0.0,0.9813608215743834,0.909218444631549,0.9922222222222222,4.961111111111111,0.0077777777777777776,0.0,1.0,0.9999859785819325,0.8743968228052571,0.0,180.0,180.0,360.0,389.0,0.0,0.0,12.0,0.0,560601.9246249744,0.0695254650403326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.0,192.0,192.0,0.0,0.0,173700.0,0.0,0.0,0.0,1.0,0.0,0.0,147.0,147.0,147.0,0.0,0.0,239390.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,233676.31309538754,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.593146183863265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14444444444444443,173700.0,0.0,1.1666666666666667,239390.0,0.0,8.266666666666667,233676.31309538754,0.0,,,,,0.0,,,,,,,0.0,0.0,3.48,626400.0,1.0266,1.8987199999999989,1.0266,1.8987199999999989,0.6703249999554828,0.0,0.0,646766.3130953877
LyapunovDPP-Energy,4,2,411004002,3.5913247788406935,6.343675417661098,423.0,423.0,419.0,0.0,4.0,0.0,0.009456264775413711,0.009456264775413711,0.009456264775413711,0.9905437352245863,0.009456264775413711,0.0,0.0,0.07306143144720655,8847875.649116384,0.999363481217133,0.0,0.9807020937286611,0.9019593502248661,0.9711111111111111,4.855555555555555,0.028888888888888888,0.0,1.0,0.9999861609015577,0.7622079163827871,4.0,180.0,180.0,360.0,389.0,0.0,1.0,12.0,0.0,555748.0080862013,0.061936049771115456,0.0,0.0,1.0,0.0,0.015625,0.015625,0.015625,0.984375,0.015625,0.0,192.0,192.0,189.0,3.0,0.0,172736.38502006867,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.9931972789115646,0.006802721088435374,0.0,147.0,147.0,146.0,1.0,0.0,236339.64261069955,0.0,0.0,0.0,1.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,237362.43256055636,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5913247788406935,0.0,0.015625,0.009456264775413711,0.009456264775413711,0.009456264775413711,0.9905437352245863,0.015625,1.1277777777777778,172736.38502006867,0.006802721088435374,5.444444444444445,236339.64261069955,0.0,6.933333333333334,237362.43256055636,0.0,,,,,0.0,,,,,,,0.0,0.0,3.456111111111111,622100.0,1.2446,1.8704799999999997,1.2446,1.8704799999999997,0.7221512000542134,0.0,0.0,646438.4601913248
SASP,4,2,411004002,3.5931461838632632,4.425531914893617,423.0,423.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08514739734057605,7595843.599404746,0.9993935357260926,0.0,0.9813608215743834,0.909218444631549,0.9688888888888889,4.844444444444444,0.03111111111111111,0.0,1.0,0.9998416553658329,0.9572444939362573,0.0,180.0,180.0,360.0,389.0,0.0,0.0,12.0,0.0,559867.4220060542,0.07619506559836123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.0,192.0,192.0,0.0,0.0,173700.0,0.0,0.0,0.0,1.0,0.0,0.0,147.0,147.0,147.0,0.0,0.0,239390.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,233676.3130953875,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.5931461838632632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,173700.0,0.0,1.2722222222222221,239390.0,0.0,7.055555555555555,233676.3130953875,0.0,,,,,0.0,,,,,,,0.0,0.0,3.48,626400.0,2.4395,3.882129999999999,2.4237,3.867669999999999,1.0890765000367537,0.0,0.0,646766.3130953873
MaxRateMatching,4,2,411004002,3.554940648426157,4.7862232779097384,423.0,422.0,421.0,1.0,1.0,0.002364066193853428,0.002364066193853428,0.002369668246445498,0.004728132387706856,0.9952718676122931,0.002364066193853428,0.00625,0.15,0.07705720712720118,8304081.351669277,0.9994317297460957,0.0,0.982578617376329,0.906474100736771,0.94,4.7,0.06,0.0,1.0,0.999827840758633,0.8895806186189421,1.0,180.0,180.0,360.0,389.0,0.0,0.0,12.0,0.0,564116.1494300037,0.06921104558224096,0.0,0.0,1.0,0.0,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.9947916666666666,0.005208333333333333,0.0,192.0,192.0,191.0,1.0,0.0,173590.90870186896,0.0,0.0,0.0,1.0,0.0,0.0,147.0,147.0,147.0,0.0,0.0,238400.0,0.0,0.0,0.011904761904761904,0.9880952380952381,0.0,0.011904761904761904,84.0,83.0,83.0,0.0,0.0,227898.4080148392,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.554940648426157,0.002364066193853428,0.005208333333333333,0.002364066193853428,0.002364066193853428,0.004728132387706856,0.9952718676122931,0.005208333333333333,0.4388888888888889,173590.90870186896,0.0,1.961111111111111,238400.0,0.0,6.811111111111111,227898.4080148392,0.0,,,,,0.0,,,,,,,0.0,0.0,3.4605555555555556,622900.0,0.7921,1.2332499999999997,0.7921,1.2332499999999997,0.5672824000939727,0.0,0.0,639889.3167167082
WeightedMaxWeight,4,3,411004003,3.2195098316497983,3.40632603406326,411.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06836446501012335,8476798.137909075,0.9995108598650079,0.0,0.9225068430818592,0.9411108058670665,0.8522222222222222,4.261111111111111,0.14777777777777779,0.0,1.0,0.9973897060264483,0.8637793299470691,0.0,180.0,180.0,360.0,405.0,0.0,2.0,10.0,0.0,601661.2382609058,0.0727241072288503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,193.0,193.0,0.0,0.0,176400.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,169.0,169.0,0.0,0.0,268570.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,134541.76969696357,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2195098316497983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,176400.0,0.0,2.522222222222222,268570.0,0.0,2.783333333333333,134541.76969696357,0.0,,,,,0.0,,,,,,,0.0,0.0,3.175,571500.0,0.7634,1.4264899999999994,0.7634,1.4264899999999994,0.5985069000162184,0.0,0.0,579511.7696969637
EDF,4,3,411004003,3.2148682621301754,2.732360097323601,411.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06789532586377213,8523065.17159238,0.999507350849582,0.0,0.9182403100019528,0.9426232296615474,0.8444444444444444,4.222222222222222,0.15555555555555556,0.0,1.0,0.9970917130036786,0.8646898633108003,0.0,180.0,180.0,360.0,405.0,0.0,0.0,10.0,0.0,602423.7128165684,0.07368675476021275,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,193.0,193.0,0.0,0.0,176400.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,169.0,169.0,0.0,0.0,270170.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,132106.28718343133,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2148682621301754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17222222222222222,176400.0,0.0,1.3666666666666667,270170.0,0.0,2.6055555555555556,132106.28718343133,0.0,,,,,0.0,,,,,,,0.0,0.0,3.175,571500.0,0.7734,1.1694499999999997,0.7734,1.1694499999999997,0.5774607999483123,0.0,0.0,578676.2871834316
LyapunovDPP-Energy,4,3,411004003,3.2062888551418367,4.557177615571776,411.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.061864799307736,9328923.723726718,0.9995073508495828,0.0,0.9216085224420516,0.940702659476094,0.8411111111111111,4.205555555555556,0.15888888888888889,0.0,1.0,0.998880048597363,0.722333407937997,0.0,180.0,180.0,360.0,405.0,0.0,3.0,10.0,0.0,605908.7107382417,0.06861563542380274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,193.0,193.0,0.0,0.0,175500.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,169.0,169.0,0.0,0.0,267960.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,133671.99392553067,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2062888551418367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7944444444444444,175500.0,0.0,2.977777777777778,267960.0,0.0,4.055555555555555,133671.99392553067,0.0,,,,,0.0,,,,,,,0.0,0.0,3.175,571500.0,0.8999,1.7391999999999996,0.8999,1.7391999999999996,0.6725777999963611,0.0,0.0,577131.9939255306
SASP,4,3,411004003,3.2097130511776215,2.75669099756691,411.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07876707380499512,7334896.693538629,0.9995178778958592,0.0,0.917938127277286,0.9419470739217412,0.8444444444444444,4.222222222222222,0.15555555555555556,0.0,1.0,0.9996254492442734,0.9717243485010046,0.0,180.0,180.0,360.0,405.0,0.0,0.0,10.0,0.0,603159.8415655874,0.08289304526504021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,193.0,193.0,0.0,0.0,176400.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,169.0,169.0,0.0,0.0,269790.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,131558.3492119718,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.2097130511776215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17222222222222222,176400.0,0.0,1.3444444444444446,269790.0,0.0,2.672222222222222,131558.3492119718,0.0,,,,,0.0,,,,,,,0.0,0.0,3.175,571500.0,2.1254,4.023739999999998,2.1106,4.007329999999999,1.261673599947244,0.0,0.0,577748.3492119717
